code,jsic_group_code,name
"2999","299","その他の電気機械器具製造業"
"3000","300","主として管理事務を行う本社等"
"3009","300","その他の管理，補助的経済活動を行う事業所"
"3011","301","有線通信機械器具製造業"
"3012","301","携帯電話機・PHS電話機製造業"
"3013","301","無線通信機械器具製造業"
"3014","301","ラジオ受信機・テレビジョン受信機製造業"
"3015","301","交通信号保安装置製造業"
"3019","301","その他の通信機械器具・同関連機械器具製造業"
"3021","302","ビデオ機器製造業"
"3022","302","デジタルカメラ製造業"
"3023","302","電気音響機械器具製造業"
"3031","303","電子計算機製造業（パーソナルコンピュータを除く）"
"3032","303","パーソナルコンピュータ製造業"
"3033","303","外部記憶装置製造業"
"3034","303","印刷装置製造業"
"3035","303","表示装置製造業"
"3039","303","その他の附属装置製造業"
"3100","310","主として管理事務を行う本社等"
"3109","310","その他の管理，補助的経済活動を行う事業所"
"3111","311","自動車製造業（二輪自動車を含む）"
"3112","311","自動車車体・附随車製造業"
"3113","311","自動車部分品・附属品製造業"
"3121","312","鉄道車両製造業"
"3122","312","鉄道車両用部分品製造業"
"3131","313","船舶製造・修理業"
"3132","313","船体ブロック製造業"
"3133","313","舟艇製造・修理業"
"3134","313","舶用機関製造業"
"3141","314","航空機製造業"
"3142","314","航空機用原動機製造業"
"3149","314","その他の航空機部分品・補助装置製造業"
"3151","315","フォークリフトトラック・同部分品・附属品製造業"
"3159","315","その他の産業用運搬車両・同部分品・附属品製造業"
"3191","319","自転車・同部分品製造業"
"3199","319","他に分類されない輸送用機械器具製造業"
"3200","320","主として管理事務を行う本社等"
"3209","320","その他の管理，補助的経済活動を行う事業所"
"3211","321","貴金属・宝石製装身具（ジュエリー）製品製造業"
"3212","321","貴金属・宝石製装身具（ジュエリー）附属品・同材料加工業"
"3219","321","その他の貴金属製品製造業"
"3221","322","装身具・装飾品製造業（貴金属・宝石製を除く）"
"3222","322","造花・装飾用羽毛製造業"
"3223","322","ボタン製造業"
"3224","322","針・ピン・ホック・スナップ・同関連品製造業"
"3229","322","その他の装身具・装飾品製造業"
"3231","323","時計・同部分品製造業"
"3241","324","ピアノ製造業"
"3249","324","その他の楽器・楽器部品・同材料製造業"
"3251","325","娯楽用具・がん具製造業（人形を除く）"
"3252","325","人形製造業"
"3253","325","運動用具製造業"
"3261","326","万年筆・ペン類・鉛筆製造業"
"3262","326","毛筆・絵画用品製造業（鉛筆を除く）"
"3269","326","その他の事務用品製造業"
"3271","327","漆器製造業"
"3281","328","麦わら・パナマ類帽子・わら工品製造業"
"3282","328","畳製造業"
"3283","328","うちわ・扇子・ちょうちん製造業"
"3284","328","ほうき・ブラシ製造業"
"3285","328","喫煙用具製造業（貴金属・宝石製を除く）"
"3289","328","その他の生活雑貨製品製造業"
"3291","329","煙火製造業"
"3292","329","看板・標識機製造業"
"3293","329","パレット製造業"
"3294","329","モデル・模型製造業"
"3295","329","工業用模型製造業"
"3296","329","情報記録物製造業（新聞，書籍等の印刷物を除く）"
"3297","329","眼鏡製造業（枠を含む）"
"3299","329","他に分類されないその他の製造業"
"3300","330","主として管理事務を行う本社等"
"3309","330","その他の管理，補助的経済活動を行う事業所"
"3311","331","発電所"
"3312","331","変電所"
"3400","340","主として管理事務を行う本社等"
"3409","340","その他の管理，補助的経済活動を行う事業所"
"3411","341","ガス製造工場"
"3412","341","ガス供給所"
"3500","350","主として管理事務を行う本社等"
"3509","350","その他の管理，補助的経済活動を行う事業所"
"3511","351","熱供給業"
"3600","360","主として管理事務を行う本社等"
"3609","360","その他の管理，補助的経済活動を行う事業所"
"3611","361","上水道業"
"3621","362","工業用水道業"
"3631","363","下水道処理施設維持管理業"
"3632","363","下水道管路施設維持管理業"
"3700","370","主として管理事務を行う本社等"
"3709","370","その他の管理，補助的経済活動を行う事業所"
"3711","371","地域電気通信業（有線放送電話業を除く）"
"3712","371","長距離電気通信業"
"3713","371","有線放送電話業"
"3719","371","その他の固定電気通信業"
"3721","372","移動電気通信業"
"3731","373","電気通信に附帯するサービス業"
"3800","380","主として管理事務を行う本社等"
"3809","380","その他の管理，補助的経済活動を行う事業所"
"3811","381","公共放送業（有線放送業を除く）"
"3821","382","テレビジョン放送業（衛星放送業を除く）"
"3822","382","ラジオ放送業（衛星放送業を除く）"
"3823","382","衛星放送業"
"3829","382","その他の民間放送業"
"3831","383","有線テレビジョン放送業"
"3832","383","有線ラジオ放送業"
"3900","390","主として管理事務を行う本社等"
"3909","390","その他の管理，補助的経済活動を行う事業所"
"3911","391","受託開発ソフトウェア業"
"3912","391","組込みソフトウェア業"
"3913","391","パッケージソフトウェア業"
"3914","391","ゲームソフトウェア業"
"3921","392","情報処理サービス業"
"3922","392","情報提供サービス業"
"3923","392","市場調査・世論調査・社会調査業"
"3929","392","その他の情報処理・提供サービス業"
"4000","400","主として管理事務を行う本社等"
"4009","400","その他の管理，補助的経済活動を行う事業所"
"4011","401","ポータルサイト・サーバ運営業"
"4012","401","アプリケーション・サービス・コンテンツ・プロバイダ"
"4013","401","インターネット利用サポート業"
"4100","410","主として管理事務を行う本社等"
"4109","410","その他の管理，補助的経済活動を行う事業所"
"4111","411","映画・ビデオ制作業（テレビジョン番組制作業，アニメーション制作業を除く）"
"4112","411","テレビジョン番組制作業（アニメーション制作業を除く）"
"4113","411","アニメーション制作業"
"4114","411","映画・ビデオ・テレビジョン番組配給業"
"4121","412","レコード制作業"
"4122","412","ラジオ番組制作業"
"4131","413","新聞業"
"4141","414","出版業"
"4151","415","広告制作業"
"4161","416","ニュース供給業"
"4169","416","その他の映像・音声・文字情報制作に附帯するサービス業"
"4200","420","主として管理事務を行う本社等"
"4209","420","その他の管理，補助的経済活動を行う事業所"
"4211","421","普通鉄道業"
"4212","421","軌道業"
"4213","421","地下鉄道業"
"4214","421","モノレール鉄道業（地下鉄道業を除く）"
"4215","421","案内軌条式鉄道業（地下鉄道業を除く）"
"4216","421","鋼索鉄道業"
"4217","421","索道業"
"4219","421","その他の鉄道業"
"4300","430","主として管理事務を行う本社等"
"4309","430","その他の管理，補助的経済活動を行う事業所"
"4311","431","一般乗合旅客自動車運送業"
"4321","432","一般乗用旅客自動車運送業"
"4331","433","一般貸切旅客自動車運送業"
"4391","439","特定旅客自動車運送業"
"4399","439","他に分類されない道路旅客運送業"
"4400","440","主として管理事務を行う本社等"
"4409","440","その他の管理，補助的経済活動を行う事業所"
"4411","441","一般貨物自動車運送業（特別積合せ貨物運送業を除く）"
"4412","441","特別積合せ貨物運送業"
"4421","442","特定貨物自動車運送業"
"4431","443","貨物軽自動車運送業"
"4441","444","集配利用運送業"
"4499","449","その他の道路貨物運送業"
"4500","450","主として管理事務を行う本社等"
"4509","450","その他の管理，補助的経済活動を行う事業所"
"4511","451","外航旅客海運業"
"4512","451","外航貨物海運業"
"4521","452","沿海旅客海運業"
"4522","452","沿海貨物海運業"
"4531","453","港湾旅客海運業"
"4532","453","河川水運業"
"4533","453","湖沼水運業"
"4541","454","船舶貸渡業（内航船舶貸渡業を除く）"
"4542","454","内航船舶貸渡業"
"4600","460","主として管理事務を行う本社等"
"4609","460","その他の管理，補助的経済活動を行う事業所"
"4611","461","航空運送業"
"4621","462","航空機使用業（航空運送業を除く）"
"4700","470","主として管理事務を行う本社等"
"4709","470","その他の管理，補助的経済活動を行う事業所"
"4711","471","倉庫業（冷蔵倉庫業を除く）"
"4721","472","冷蔵倉庫業"
"4800","480","主として管理事務を行う本社等"
"4809","480","その他の管理，補助的経済活動を行う事業所"
"4811","481","港湾運送業"
"4821","482","利用運送業（集配利用運送業を除く）"
"4822","482","運送取次業"
"4831","483","運送代理店"
"4841","484","こん包業（組立こん包業を除く）"
"4842","484","組立こん包業"
"4851","485","鉄道施設提供業"
"4852","485","道路運送固定施設業"
"4853","485","自動車ターミナル業"
"4854","485","貨物荷扱固定施設業"
"4855","485","桟橋泊きょ業"
"4856","485","飛行場業"
"4891","489","海運仲立業"
"4899","489","他に分類されない運輸に附帯するサービス業"
"4901","490","管理，補助的経済活動を行う事業所"
"4911","491","郵便業（信書便事業を含む）"
"5000","500","主として管理事務を行う本社等"
"5008","500","自家用倉庫"
"5009","500","その他の管理，補助的経済活動を行う事業所"
"5011","501","各種商品卸売業（従業者が常時100人以上のもの）"
"5019","501","その他の各種商品卸売業"
"5100","510","主として管理事務を行う本社等"
"5108","510","自家用倉庫"
"5109","510","その他の管理，補助的経済活動を行う事業所"
"5111","511","繊維原料卸売業"
"5112","511","糸卸売業"
"5113","511","織物卸売業（室内装飾繊維品を除く）"
"5121","512","男子服卸売業"
"5122","512","婦人・子供服卸売業"
"5123","512","下着類卸売業"
"5129","512","その他の衣服卸売業"
"5131","513","寝具類卸売業"
"5132","513","靴・履物卸売業"
"5133","513","かばん・袋物卸売業"
"5139","513","その他の身の回り品卸売業"
"5200","520","主として管理事務を行う本社等"
"5208","520","自家用倉庫"
"5209","520","その他の管理，補助的経済活動を行う事業所"
"5211","521","米麦卸売業"
"5212","521","雑穀・豆類卸売業"
"5213","521","野菜卸売業"
"5214","521","果実卸売業"
"5215","521","食肉卸売業"
"5216","521","生鮮魚介卸売業"
"5219","521","その他の農畜産物・水産物卸売業"
"5221","522","砂糖・味そ・しょう油卸売業"
"5222","522","酒類卸売業"
"5223","522","乾物卸売業"
"5224","522","菓子・パン類卸売業"
"5225","522","飲料卸売業（別掲を除く）"
"5226","522","茶類卸売業"
"5227","522","牛乳・乳製品卸売業"
"5229","522","その他の食料・飲料卸売業"
"5300","530","主として管理事務を行う本社等"
"5308","530","自家用倉庫"
"5309","530","その他の管理，補助的経済活動を行う事業所"
"5311","531","木材・竹材卸売業"
"5312","531","セメント卸売業"
"5313","531","板ガラス卸売業"
"5314","531","建築用金属製品卸売業（建築用金物を除く）"
"5319","531","その他の建築材料卸売業"
"5321","532","塗料卸売業"
"5322","532","プラスチック卸売業"
"5329","532","その他の化学製品卸売業"
"5331","533","石油卸売業"
"5332","533","鉱物卸売業（石油を除く）"
"5341","534","鉄鋼粗製品卸売業"
"5342","534","鉄鋼一次製品卸売業"
"5349","534","その他の鉄鋼製品卸売業"
"5351","535","非鉄金属地金卸売業"
"5352","535","非鉄金属製品卸売業"
"5361","536","空瓶・空缶等空容器卸売業"
"5362","536","鉄スクラップ卸売業"
"5363","536","非鉄金属スクラップ卸売業"
"5364","536","古紙卸売業"
"5369","536","その他の再生資源卸売業"
"5400","540","主として管理事務を行う本社等"
"5408","540","自家用倉庫"
"5409","540","その他の管理，補助的経済活動を行う事業所"
"5411","541","農業用機械器具卸売業"
"5412","541","建設機械・鉱山機械卸売業"
"5413","541","金属加工機械卸売業"
"5414","541","事務用機械器具卸売業"
"5419","541","その他の産業機械器具卸売業"
"5421","542","自動車卸売業（二輪自動車を含む）"
"5422","542","自動車部分品・附属品卸売業（中古品を除く）"
"5423","542","自動車中古部品卸売業"
"5431","543","家庭用電気機械器具卸売業"
"5432","543","電気機械器具卸売業（家庭用電気機械器具を除く）"
"5491","549","輸送用機械器具卸売業（自動車を除く）"
"5492","549","計量器・理化学機械器具・光学機械器具等卸売業"
"5493","549","医療用機械器具卸売業（歯科用機械器具を含む）"
"5500","550","主として管理事務を行う本社等"
"5508","550","自家用倉庫"
"5509","550","その他の管理，補助的経済活動を行う事業所"
"5511","551","家具・建具卸売業"
"5512","551","荒物卸売業"
"5513","551","畳卸売業"
"5514","551","室内装飾繊維品卸売業"
"5515","551","陶磁器・ガラス器卸売業"
"5519","551","その他のじゅう器卸売業"
"5521","552","医薬品卸売業"
"5522","552","医療用品卸売業"
"5523","552","化粧品卸売業"
"5524","552","合成洗剤卸売業"
"5531","553","紙卸売業"
"5532","553","紙製品卸売業"
"5591","559","金物卸売業"
"5592","559","肥料・飼料卸売業"
"5593","559","スポーツ用品卸売業"
"5594","559","娯楽用品・がん具卸売業"
"5595","559","たばこ卸売業"
"5596","559","ジュエリー製品卸売業"
"5597","559","書籍・雑誌卸売業"
"5598","559","代理商，仲立業"
"5599","559","他に分類されないその他の卸売業"
"5600","560","主として管理事務を行う本社等"
"5608","560","自家用倉庫"
"5609","560","その他の管理，補助的経済活動を行う事業所"
"5611","561","百貨店，総合スーパー"
"5699","569","その他の各種商品小売業（従業者が常時50人未満のもの）"
"5700","570","主として管理事務を行う本社等"
"5708","570","自家用倉庫"
"5709","570","その他の管理，補助的経済活動を行う事業所"
"5711","571","呉服・服地小売業"
"5712","571","寝具小売業"
"5721","572","男子服小売業"
"5731","573","婦人服小売業"
"5732","573","子供服小売業"
"5741","574","靴小売業"
"5742","574","履物小売業（靴を除く）"
"5791","579","かばん・袋物小売業"
"5792","579","下着類小売業"
"5793","579","洋品雑貨・小間物小売業"
"5799","579","他に分類されない織物・衣服・身の回り品小売業"
"5800","580","主として管理事務を行う本社等"
"5808","580","自家用倉庫"
"5809","580","その他の管理，補助的経済活動を行う事業所"
"5811","581","各種食料品小売業"
"5821","582","野菜小売業"
"5822","582","果実小売業"
"5831","583","食肉小売業（卵，鳥肉を除く）"
"5832","583","卵・鳥肉小売業"
"5841","584","鮮魚小売業"
"5851","585","酒小売業"
"5861","586","菓子小売業（製造小売）"
"5862","586","菓子小売業（製造小売でないもの）"
"5863","586","パン小売業（製造小売）"
"5864","586","パン小売業（製造小売でないもの）"
"5891","589","コンビニエンスストア（飲食料品を中心とするものに限る）"
"5892","589","牛乳小売業"
"5893","589","飲料小売業（別掲を除く）"
"5894","589","茶類小売業"
"5895","589","料理品小売業"
"5896","589","米穀類小売業"
"5897","589","豆腐・かまぼこ等加工食品小売業"
"5898","589","乾物小売業"
"5899","589","他に分類されない飲食料品小売業"
"5900","590","主として管理事務を行う本社等"
"5908","590","自家用倉庫"
"5909","590","その他の管理，補助的経済活動を行う事業所"
"5911","591","自動車（新車）小売業"
"5912","591","中古自動車小売業"
"5913","591","自動車部分品・附属品小売業"
"5914","591","二輪自動車小売業（原動機付自転車を含む）"
"5921","592","自転車小売業"
"5931","593","電気機械器具小売業（中古品を除く）"
"5932","593","電気事務機械器具小売業（中古品を除く）"
"5933","593","中古電気製品小売業"
"5939","593","その他の機械器具小売業"
"6000","600","主として管理事務を行う本社等"
"6008","600","自家用倉庫"
"6009","600","その他の管理，補助的経済活動を行う事業所"
"6011","601","家具小売業"
"6012","601","建具小売業"
"6013","601","畳小売業"
"6014","601","宗教用具小売業"
"6021","602","金物小売業"
"6022","602","荒物小売業"
"6023","602","陶磁器・ガラス器小売業"
"6029","602","他に分類されないじゅう器小売業"
"6031","603","ドラッグストア"
"6032","603","医薬品小売業（調剤薬局を除く）"
"6033","603","調剤薬局"
"6034","603","化粧品小売業"
"6041","604","農業用機械器具小売業"
"6042","604","苗・種子小売業"
"6043","604","肥料・飼料小売業"
"6051","605","ガソリンスタンド"
"6052","605","燃料小売業（ガソリンスタンドを除く）"
"6061","606","書籍・雑誌小売業（古本を除く）"
"6062","606","古本小売業"
"6063","606","新聞小売業"
"6064","606","紙・文房具小売業"
"6071","607","スポーツ用品小売業"
"6072","607","がん具・娯楽用品小売業"
"6073","607","楽器小売業"
"6081","608","写真機・写真材料小売業"
"6082","608","時計・眼鏡・光学機械小売業"
"6091","609","ホームセンター"
"6092","609","たばこ・喫煙具専門小売業"
"6093","609","花・植木小売業"
"6094","609","建築材料小売業"
"6095","609","ジュエリー製品小売業"
"6096","609","ペット・ペット用品小売業"
"6097","609","骨とう品小売業"
"6098","609","中古品小売業（骨とう品を除く）"
"6099","609","他に分類されないその他の小売業"
"6100","610","主として管理事務を行う本社等"
"6108","610","自家用倉庫"
"6109","610","その他の管理，補助的経済活動を行う事業所"
"6111","611","無店舗小売業（各種商品小売）"
"6112","611","無店舗小売業（織物・衣服・身の回り品小売）"
"6113","611","無店舗小売業（飲食料品小売）"
"6114","611","無店舗小売業（機械器具小売）"
"6119","611","無店舗小売業（その他の小売）"
"6121","612","自動販売機による小売業"
"6199","619","その他の無店舗小売業"
"6200","620","主として管理事務を行う本社等"
"6209","620","その他の管理，補助的経済活動を行う事業所"
"6211","621","中央銀行"
"6221","622","普通銀行"
"6222","622","郵便貯金銀行"
"6223","622","信託銀行"
"6229","622","その他の銀行"
"6300","630","主として管理事務を行う本社等"
"6309","630","その他の管理，補助的経済活動を行う事業所"
"6311","631","信用金庫・同連合会"
"6312","631","信用協同組合・同連合会"
"6313","631","商工組合中央金庫"
"6314","631","労働金庫・同連合会"
"6321","632","農林中央金庫"
"6322","632","信用農業協同組合連合会"
"6323","632","信用漁業協同組合連合会，信用水産加工業協同組合連合会"
"6324","632","農業協同組合"
"6325","632","漁業協同組合，水産加工業協同組合"
"6400","640","主として管理事務を行う本社等"
"6409","640","その他の管理，補助的経済活動を行う事業所"
"6411","641","消費者向け貸金業"
"6412","641","事業者向け貸金業"
"6421","642","質屋"
"6431","643","クレジットカード業"
"6432","643","割賦金融業"
"6491","649","政府関係金融機関"
"6492","649","住宅専門金融業"
"6493","649","証券金融業"
"6499","649","他に分類されない非預金信用機関"
"6500","650","主として管理事務を行う本社等"
"6509","650","その他の管理，補助的経済活動を行う事業所"
"6511","651","金融商品取引業（投資助言・代理業・運用業，補助的金融商品取引業を除く）"
"6512","651","投資助言・代理業"
"6513","651","投資運用業"
"6514","651","補助的金融商品取引業"
"6521","652","商品先物取引業"
"6522","652","商品投資顧問業"
"6529","652","その他の商品先物取引業，商品投資顧問業"
"6600","660","主として管理事務を行う本社等"
"6609","660","その他の管理，補助的経済活動を行う事業所"
"6611","661","短資業"
"6612","661","手形交換所"
"6613","661","両替業"
"6614","661","信用保証機関"
"6615","661","信用保証再保険機関"
"6616","661","預・貯金等保険機関"
"6617","661","金融商品取引所"
"6618","661","商品取引所"
"6619","661","その他の補助的金融業，金融附帯業"
"6621","662","運用型信託業"
"6622","662","管理型信託業"
"6631","663","金融商品仲介業"
"6632","663","信託契約代理業"
"6639","663","その他の金融代理業"
"6700","670","主として管理事務を行う本社等"
"6709","670","その他の管理，補助的経済活動を行う事業所"
"6711","671","生命保険業（郵便保険業，生命保険再保険業を除く）"
"6712","671","郵便保険業"
"6713","671","生命保険再保険業"
"6719","671","その他の生命保険業"
"6721","672","損害保険業（損害保険再保険業を除く）"
"6722","672","損害保険再保険業"
"6729","672","その他の損害保険業"
"6731","673","共済事業（各種災害補償法によるもの）"
"6732","673","共済事業（各種協同組合法等によるもの）"
"6733","673","少額短期保険業"
"6741","674","生命保険媒介業"
"6742","674","損害保険代理業"
"6743","674","共済事業媒介代理業・少額短期保険代理業"
"6751","675","保険料率算出団体"
"6752","675","損害査定業"
"6759","675","その他の保険サービス業"
"6800","680","主として管理事務を行う本社等"
"6809","680","その他の管理，補助的経済活動を行う事業所"
"6811","681","建物売買業"
"6812","681","土地売買業"
"6821","682","不動産代理業・仲介業"
"6900","690","主として管理事務を行う本社等"
"6909","690","その他の管理，補助的経済活動を行う事業所"
"6911","691","貸事務所業"
"6912","691","土地賃貸業"
"6919","691","その他の不動産賃貸業"
"6921","692","貸家業"
"6922","692","貸間業"
"6931","693","駐車場業"
"6941","694","不動産管理業"
"7000","700","主として管理事務を行う本社等"
"7009","700","その他の管理，補助的経済活動を行う事業所"
"7011","701","総合リース業"
"7019","701","その他の各種物品賃貸業"
"7021","702","産業用機械器具賃貸業（建設機械器具を除く）"
"7022","702","建設機械器具賃貸業"
"7031","703","事務用機械器具賃貸業（電子計算機を除く）"
"7032","703","電子計算機・同関連機器賃貸業"
"7041","704","自動車賃貸業"
"7051","705","スポーツ・娯楽用品賃貸業"
"7091","709","映画・演劇用品賃貸業"
"7092","709","音楽・映像記録物賃貸業（別掲を除く）"
"7093","709","貸衣しょう業（別掲を除く）"
"7099","709","他に分類されない物品賃貸業"
"7101","710","管理，補助的経済活動を行う事業所"
"7111","711","理学研究所"
"7112","711","工学研究所"
"7113","711","農学研究所"
"7114","711","医学・薬学研究所"
"7121","712","人文・社会科学研究所"
"7201","720","管理，補助的経済活動を行う事業所"
"7211","721","法律事務所"
"7212","721","特許事務所"
"7221","722","公証人役場，司法書士事務所"
"7222","722","土地家屋調査士事務所"
"7231","723","行政書士事務所"
"7241","724","公認会計士事務所"
"7242","724","税理士事務所"
"7251","725","社会保険労務士事務所"
"7261","726","デザイン業"
"7271","727","著述家業"
"7272","727","芸術家業"
"7281","728","経営コンサルタント業"
"7282","728","純粋持株会社"
"7291","729","興信所"
"7292","729","翻訳業（著述家業を除く）"
"7293","729","通訳業，通訳案内業"
"7294","729","不動産鑑定業"
"7299","729","他に分類されない専門サービス業"
"7300","730","主として管理事務を行う本社等"
"7309","730","その他の管理，補助的経済活動を行う事業所"
"7311","731","広告業"
"7401","740","管理，補助的経済活動を行う事業所"
"7411","741","獣医業"
"7421","742","建築設計業"
"7422","742","測量業"
"7429","742","その他の土木建築サービス業"
"7431","743","機械設計業"
"7441","744","商品検査業"
"7442","744","非破壊検査業"
"7451","745","一般計量証明業"
"7452","745","環境計量証明業"
"7459","745","その他の計量証明業"
"7461","746","写真業（商業写真業を除く）"
"7462","746","商業写真業"
"7499","749","その他の技術サービス業"
"7500","750","主として管理事務を行う本社等"
"7509","750","その他の管理，補助的経済活動を行う事業所"
"7511","751","旅館，ホテル"
"7521","752","簡易宿所"
"7531","753","下宿業"
"7591","759","会社・団体の宿泊所"
"7592","759","リゾートクラブ"
"7599","759","他に分類されない宿泊業"
"7600","760","主として管理事務を行う本社等"
"7609","760","その他の管理，補助的経済活動を行う事業所"
"7611","761","食堂，レストラン（専門料理店を除く）"
"7621","762","日本料理店"
"7622","762","料亭"
"7623","762","中華料理店"
"7624","762","ラーメン店"
"7625","762","焼肉店"
"7629","762","その他の専門料理店"
"7631","763","そば・うどん店"
"7641","764","すし店"
"7651","765","酒場，ビヤホール"
"7661","766","バー，キャバレー，ナイトクラブ"
"7671","767","喫茶店"
"7691","769","ハンバーガー店"
"7692","769","お好み焼・焼きそば・たこ焼店"
"7699","769","他に分類されない飲食店"
"7700","770","主として管理事務を行う本社等"
"7709","770","その他の管理，補助的経済活動を行う事業所"
"7711","771","持ち帰り飲食サービス業"
"7721","772","配達飲食サービス業"
"7800","780","主として管理事務を行う本社等"
"7809","780","その他の管理，補助的経済活動を行う事業所"
"7811","781","普通洗濯業"
"7812","781","洗濯物取次業"
"7813","781","リネンサプライ業"
"7821","782","理容業"
"7831","783","美容業"
"7841","784","一般公衆浴場業"
"7851","785","その他の公衆浴場業"
"7891","789","洗張・染物業"
"7892","789","エステティック業"
"7893","789","リラクゼーション業(手技を用いるもの)"
"7894","789","ネイルサービス業"
"7899","789","他に分類されない洗濯・理容・美容・浴場業"
"7900","790","主として管理事務を行う本社等"
"7909","790","その他の管理，補助的経済活動を行う事業所"
"7911","791","旅行業(旅行業者代理業を除く)"
"7912","791","旅行業者代理業"
"7921","792","家事サービス業（住込みのもの）"
"7922","792","家事サービス業（住込みでないもの）"
"7931","793","衣服裁縫修理業"
"7941","794","物品預り業"
"7951","795","火葬業"
"7952","795","墓地管理業"
"7961","796","葬儀業"
"7962","796","結婚式場業"
"7963","796","冠婚葬祭互助会"
"7991","799","食品賃加工業"
"7992","799","結婚相談業，結婚式場紹介業"
"7993","799","写真プリント，現像・焼付業"
"7999","799","他に分類されないその他の生活関連サービス業"
"8000","800","主として管理事務を行う本社等"
"8009","800","その他の管理，補助的経済活動を行う事業所"
"8011","801","映画館"
"8021","802","劇場"
"8022","802","興行場"
"8023","802","劇団"
"8024","802","楽団，舞踏団"
"8025","802","演芸・スポーツ等興行団"
"8031","803","競輪場"
"8032","803","競馬場"
"8033","803","自動車・モータボートの競走場"
"8034","803","競輪競技団"
"8035","803","競馬競技団"
"8036","803","自動車・モータボートの競技団"
"8041","804","スポーツ施設提供業（別掲を除く）"
"8042","804","体育館"
"8043","804","ゴルフ場"
"8044","804","ゴルフ練習場"
"8045","804","ボウリング場"
"8046","804","テニス場"
"8047","804","バッティング・テニス練習場"
"8048","804","フィットネスクラブ"
"8051","805","公園"
"8052","805","遊園地（テーマパークを除く）"
"8053","805","テーマパーク"
"8061","806","ビリヤード場"
"8062","806","囲碁・将棋所"
"8063","806","マージャンクラブ"
"8064","806","パチンコホール"
"8065","806","ゲームセンター"
"8069","806","その他の遊戯場"
"8091","809","ダンスホール"
"8092","809","マリーナ業"
"8093","809","遊漁船業"
"8094","809","芸ぎ業"
"8095","809","カラオケボックス業"
"8096","809","娯楽に附帯するサービス業"
"8099","809","他に分類されない娯楽業"
"8101","810","管理，補助的経済活動を行う事業所"
"8111","811","幼稚園"
"8121","812","小学校"
"8131","813","中学校"
"8141","814","高等学校"
"8142","814","中等教育学校"
"8151","815","特別支援学校"
"8161","816","大学"
"8162","816","短期大学"
"8163","816","高等専門学校"
"8171","817","専修学校"
"8172","817","各種学校"
"8181","818","学校教育支援機関"
"8191","819","幼保連携型認定こども園"
"8200","820","主として管理事務を行う本社等"
"8209","820","その他の管理，補助的経済活動を行う事業所"
"8211","821","公民館"
"8212","821","図書館"
"8213","821","博物館，美術館"
"8214","821","動物園，植物園，水族館"
"8215","821","青少年教育施設"
"8216","821","社会通信教育"
"8219","821","その他の社会教育"
"8221","822","職員教育施設・支援業"
"8222","822","職業訓練施設"
"8229","822","その他の職業・教育支援施設"
"8231","823","学習塾"
"8241","824","音楽教授業"
"8242","824","書道教授業"
"8243","824","生花・茶道教授業"
"8244","824","そろばん教授業"
"8245","824","外国語会話教授業"
"8246","824","スポーツ・健康教授業"
"8249","824","その他の教養・技能教授業"
"8299","829","他に分類されない教育，学習支援業"
"8300","830","主として管理事務を行う本社等"
"8309","830","その他の管理，補助的経済活動を行う事業所"
"8311","831","一般病院"
"8312","831","精神科病院"
"8321","832","有床診療所"
"8322","832","無床診療所"
"8331","833","歯科診療所"
"8341","834","助産所"
"8342","834","看護業"
"8351","835","あん摩マッサージ指圧師・はり師・きゅう師・柔道整復師の施術所"
"8359","835","その他の療術業"
"8361","836","歯科技工所"
"8369","836","その他の医療に附帯するサービス業"
"8400","840","主として管理事務を行う本社等"
"8409","840","その他の管理，補助的経済活動を行う事業所"
"8411","841","保健所"
"8421","842","結核健康相談施設"
"8422","842","精神保健相談施設"
"8423","842","母子健康相談施設"
"8429","842","その他の健康相談施設"
"8491","849","検疫所（動物検疫所，植物防疫所を除く）"
"8492","849","検査業"
"8493","849","消毒業"
"8499","849","他に分類されない保健衛生"
"8500","850","主として管理事務を行う本社等"
"8509","850","その他の管理，補助的経済活動を行う事業所"
"8511","851","社会保険事業団体"
"8521","852","福祉事務所"
"8531","853","保育所"
"8539","853","その他の児童福祉事業"
"8541","854","特別養護老人ホーム"
"8542","854","介護老人保健施設"
"8543","854","通所・短期入所介護事業"
"8544","854","訪問介護事業"
"8545","854","認知症老人グループホーム"
"8546","854","有料老人ホーム"
"8549","854","その他の老人福祉・介護事業"
"8551","855","居住支援事業"
"8559","855","その他の障害者福祉事業"
"8591","859","更生保護事業"
"8599","859","他に分類されない社会保険・社会福祉・介護事業"
"8601","860","管理，補助的経済活動を行う事業所"
"8611","861","郵便局"
"8621","862","簡易郵便局"
"8629","862","その他の郵便局受託業"
"8701","870","管理，補助的経済活動を行う事業所"
"8711","871","農業協同組合（他に分類されないもの）"
"8712","871","漁業協同組合（他に分類されないもの）"
"8713","871","水産加工業協同組合（他に分類されないもの）"
"8714","871","森林組合（他に分類されないもの）"
"8721","872","事業協同組合（他に分類されないもの）"
"8800","880","主として管理事務を行う本社等"
"8809","880","その他の管理，補助的経済活動を行う事業所"
"8811","881","し尿収集運搬業"
"8812","881","し尿処分業"
"8813","881","浄化槽清掃業"
"8814","881","浄化槽保守点検業"
"8815","881","ごみ収集運搬業"
"8816","881","ごみ処分業"
"8817","881","清掃事務所"
"8821","882","産業廃棄物収集運搬業"
"8822","882","産業廃棄物処分業"
"8823","882","特別管理産業廃棄物収集運搬業"
